tweet,polarity
liat yg rame soal kipk jd pengen ksih tau ini ke ibu rektor yg udh bully aku perkara jajan ayam geprek krn ga pantes buat anak beasiswa ceunah.,positive
kipk nih buat yg kurang mampu kn ya? bukan prestasi? keknya klo prestasi ad beasiswa lain? https://t.co/CBtg1MOJbC,positive
Konser tu kebutuhan diatas tersier menurutku. Kalau ini bisa berarti basic needsnya bisa dong. Kalau emang mau dapet beasiwa plis jangan kipk cari yang emang bukan buat mahasiswa kurang mampu. Cari beasiswa prestasi atau apalah yang targetnya semua orang bisa,negative
@tanyakanrl mending kipk dihapus tapi biaya kuliah dipermudah biar semua bisa kuliah dgn mudah dan kalo dia pinter baru bisa dapet beasiswa,positive
@pierreee11 bantuan dana semacam beasiswa kuliah buat orang yang kurang mampu tapi banyak penyalahgunaannya. banyak orang mampu yg lolos kipk makanya lagi heboh skrg kak,negative
@SurgeArrester32 @undipmenfess Pengen nanya saudara gue dapet beasiswa undip yg dia tinggal di asrama gitu masuknya ke kipk juga atau nggk? Dia anaknya pinter bgt sih kemaren ktanya ikut lomba buat robot,neutral
@undipmenfess pdhl beasiswa yg pake sertif2 krn berprestasi tu banyak kimak kipk tu untuk yg bener2 gak mampu biar mereka bs sekolah bisa kejar mimpinya lah kok malah dikasi sama org2 yg gatau diri dan (naudzu) ngambil rezeki org lain deh‍️‍️,negative
@chamoomiley @undipmenfess wkw aing compang camping ke kampus demi bisa byr SPP. Ngebekel biar gk khilaf jajan di luar. Kelar kls cabut spy ga kegiur ngopi di luar. FAK SAKIT HATI LIAT DRAMA KIPK:( aing daftar beasiswa dari pemerentah dari SD-SMA gada yg tembus kuliah ikhlas dah aing kaya cape ngarep.,negative
@akifastari Blm lg mahasiswa yg dpt beasiswa KIPK jadi viral setelah foto bareng Jerome,neutral
undip kandangnya para orang mampu yg keterima KIPK apa ga malu hedon pake duit yg notabene beasiswa Untuk masyarakat kurang mampu ,negative
pas itu aku gatau kalo ternyata beasiswa nya itu merujuk ke kipk. kukira ya beasiswa dari partainya langsung.,neutral
Heboh anak kipk hedon di witch hunting. Untungnya beasiswa yg pernah gw terima merit based ️️,positive
@undipmenfess anak kipk hidup nya hedon klo udah mampu gausa pake beasiswa ini ni disalah gunakan ga kena sasaran,negative
@piayiap @echachaa__ @undipmenfess Iyaa pasti nombok apalagi buat anak-anak daerah Jabodetabek yang living costnya lumayan gede harga kosan juga gak murah. Mangkanya banyak anak kipk nyari-nyari beasiswa asrama biar dapat tempat tinggal gratis. Soalnya ga boleh daftar beasiswa lain selain asrama,positive
-dips! Benar ga si kalo kuota penerima beasiswa KIPK di Undip tuh banyak banget. Tapi peminatnya ga terlalu banyak klo dibuat perbandingan peminat kipk 55% sedangkan kuota kipk 45%. jadi keknya siapa pun yg daftar KIPK di Undip dan melengkapi administrasi secara benar (cont..),positive
@convomfs Herannya yg dapet kipk hpnya pada ipon semua anjir. Lu lu tega banget ambil hak orang yg lebih membutuhkan cape bgt ngeliat org hedon berkedok tidak mampu lalu minta beasiswa. https://t.co/iTn5HMV5Iu,negative
Gw dulu nyari beasiswa gak dapat dapat nyari bidikmisi kalah umur nyari KIPK gak bakal dapat akhirnya gw mutusin buat berhenti kuliah dan melanjutkan hidup dengan mengubur mimpi gw untuk bisa jadi hakim di masa depan Walaupun kadang iri liat orang orang,negative
abis liat banyak bgtt anak kipk yang ternyata mampu BANGET.. trus tbtb sedih aja.. gw anak menengah begini serba bingung apply beasiswa banyak ketolak smua.. soalnya itungannya mampu tapi aslinya serba pas2an ya Allah dzalim bgtt yaa org2 ituu,negative
Penerima ukt golongan tertinggi krn ortunya pns menangis melihat beasiswa kipk disalahgunakan,neutral
@undipmenfess Jadi ngebayangi org2 kek gini pas daftar kipk nya kek org paling miskin sedunia. Pas diluar kira2 mengakui beasiswa itu ga ya kalau ketemu temen2 yg lain (yg kaya),negative
Aku males menanggapi isu KIPK yg lagi trending ini. Dari zamanku kuliah beasiswa yg gak tepat sasaran sudah banyak kok ,negative
@chmaeld tapi emang program kipk ini harusnya dikasih perincian gak sih. kipk sama dana hibah beasiswa tuh soalnya beda,neutral
@undipmenfess dia lupa klo KIPK itu buat mahasiswa semester kurang mampu klo dia mampu dan berprestasi mending ikut beasiswa unggulan aja,neutral
@undipmenfess Duh kok bisa jadi pengguna KIPK ya ? tapi Artis2 yang sekolah ke luar negeri pake beasiswa LPDP gimana dong ?,positive
@undipmenfess Mulai rame ya perkara kipk gini. Beasiswa gini gampang bgt dimanipulasi apalagi kenal org terkait yg ngurusin perkara gini Soalnya ya dlu jmn sekolah ada tetangga yg 'malsuin' form beasiswa mulai dari foto rumah pake foto rumah org lain surat keterangan miskin jg make ordal,positive
@undipmenfess kipk itu bantuan untuk orang ga mampu klo temen lu berprestasi harusnya beasiswa bukan kipk!!! Oiya salah temen lu kan prestasi pura2 miskin,negative
@um_fess Ohh pantas anjir di kabupaten gw ada beasiswa namanya beasiswa mitra (nama anggota DPR RI dari kabupaten gw) yg ternyata itu kipk wkwkwkwk mana yg keterima rata2 orkay semua ya walau gk menutup kemungkinan banyak yg kebantu sama beasiswa ini,negative
sebel sama yg dapet KIPK tp gayanya hedon dulu pas zaman aku kuliah aja nyari beasiswa ngos2an buat makan sama sekedar fotokopi aja ngap2an kadang sampe minjem temen huhu lha ini bisa2nya hedon sana sini zzzzzzzzzzzzzz,neutral
@collegemenfess Temen sekelasku salah satu penerima jalur parpol ini nder bapaknya juga kmrn ikut nyaleg. Dulu pas maba bilang ke aku katanya dapet beasiswa tapi bukan kipk. Ehh lah kok kebongkar sendiri awowkwkkw mana gayanya uwaww sering dianjem mobil pribadinya juga ,negative
@undipmenfess semoga yg kaya gini dapat sanksi minimal balikin uang yg didapet diblacklist dari semua beasiswa dan dia beserta brand nya di cancel culture biar kapok. dzolim banget jadi orang ! banyak yg mau kuliah tapi gagal karna ga dapet kipk woy. gedeg bgt sumpah,negative
@undipmenfess Jujurly aku yg bukan anak beasiswa/kipk aja dulu nggk mampu beli skincare mampunya cuman beli bedak cussons baby botolan yg setahun aja blm tentu abis anak kuliah sekarang enak2 ya...,neutral
Aku jg mutusin gak ambil kuliah karna lolos jalur mandiri dan biaya nya lumayan Aku gap year 2 thn looohhh Tapi alhamdulillah bersyukur Walaupun gak bisa ikut kipk bisa ikut beasiswa lain,positive
@undipmenfess wkwk panjang juga ya tapi gini deh ya. kalaupun masalah karena dia anak yatim anak yatim ngga harus daftar KIPK kan? apa lagi katanya dia berprestasi dari SMA masih ada loh beasiswa lainnya. beli di shopee pun jg pake duit loh bukan pake daun kering,negative
@undipmenfess Tapi kenapa ambil kipk kalo berprestasi banyak beasiswa berprestasi lohh hemm mungkin yang gampang masuknya kipk,neutral
@zoroaster1110 @undipmenfess Yaudah laporin aja ke akademisi rektorat tunjukkin semua bukti2 disertai ketentuan penerimaan kipk. Aku gatau kalo kampusmu gmn kebijakannya tp kalo kampusku lmyn ketat soal beginian. Gw pernah soalnya ngurusin hal kyk gini di akademisi pdhl gw dptnya beasiswa prestasi 1 smtr.,positive
@sintakayaknyaa @undipmenfess keknya kemaren ada yg bilang anak kipk harus pake baju compang camping? harus makan 2x sehari? ga boleh self reward atau beli barang kesukaan? . kata gua Yauda yg pake baju compang camping dapet ga tuh kipk nya? kipk itu bantuan loh bukan beasiswa,negative
@itsiloxanee @kiddiejaemin Emang lu yakin itu dibeli pake duit beasiswa? Udah di audit penggunaan uangnya? Kalo belum yakin mending kalian jgn menghakimi orang. Ingat ya beasiswa KIPK itu ga ada korelasinya dengan gaya hidup dan pribadi manusianya. Bermasalah ketika udah dpt beasiswa tp ga kuliah.,positive
@helmi_stbd @undipmenfess Lah aku punya kenalan mahasiswa sepupu aku dia cowo bapaknya kepala desa tapi dia dapat kipk. Kurang ajarnya lagi dia sering gonta ganti iphone. Parah banget padahal temannya sesirkel ada yg yatim piatu lhooo dan kesusahan nyari beasiswa.,negative
Masalah KIPK lagi banyak banget. Ada cerita sedikit pas masa kuliah. Teman masukin bantuan kuliah padahal bapaknya pengusaha. Emas di pake mamaknya juga banyak. Pake mobil. Dia lolos karna ada kenalan dosen di kampus. Pas nerima beasiswa bukan untuk bayaran tapi untuk jajan,negative
Kaum mendang mending kaya saya liat anak KIPK sama beasiswa lainnya tapi hidup hedon mah bisa apa? bisa nangisss lahhh anjr,negative
@undipmenfess Numpang tanya adik². Dari kemarin seliweran tentang kipk. Sebenarnya berapa rupiah yg didapat dari beasiswa itu? Kok kyknya rame bener,positive
Tapi isu penerima beasiswa kipk gak sesuai kriteria itu ya udah terjadi sejak jaman masih nama bidikmisi. Yang bikin menggelitik dari kasus ini adalah kenapa masih bisa lolos daftar nama yang tidak sesuai kriteria mungkin proses seleksinya pake cap cip cup kali ya? ,negative
@undipmenfess Kipk tu bantuan ya bukan beasiswa bantuan buat orang yg tidak mampu klo masih mampu cari beasiswa lain,negative
Mostly yg ga suka sama anak2 KIPK ialah orang2 menengah. Dpt beasiswa susah ga dpt beasiswa juga kesusahan. Yg agak beruntung mungkin UKT dibayar ortu tp uang saku minim. Tp pasti ga sedikit yg bener2 semua biayain sendiri,negative
@undipmenfess kalau berprestasi daftar beasiswa lain aja anjir jangan kipk banyak orang yang ngga mampu lebih butuh kipk,negative
@undipmenfess Sebenernya KIPK ini udh ada dr jamanku kuliah dithb 2008 bnyk bgt yg manipulasi KK biar dpt beasiswa tdk mampu.aku kira udh gak ada kecurangan ky gni krn katanya ada pihak kampus yg sebelum nglolosin beasiswa tdk mampu mahasiswanya udh di survei dlu rumahnya..trnyata msh ada aja,negative
ngomongin kipk ptn apakabar beasiswa pemda dom kuuuu. yang lanjutan/baru adalah mhs pekerja gajinya gede ortu pengusaha tidak ada persyaratan khusus bagaimana kondisi ortu atau dianya. syarat keterima bgt adalah anak yang lahir sampai sekolahnya masih di daerah ini,negative
@joyieskid beauty enthu koar di sosmes dapet beasiswa kipk pdhl mampu beli barang pricey,negative
@dnrentID Tp emg ngehe. Gw ngerasain nguliahin ade gw ga dapet KIPK/beasiswa/bantuan macem2 ampe mencret2. Lah ini dpt KIPK hedon.,negative
kaget tiap hari ada aja yg ke spill penerima kipk tapi gaya hidupnya hedon bgttt pliss deh kalo emang mampu tapi mau uang kuliahnya dibayarin usaha cari beasiswa! kasihan loh byk orang yg lebih butuh,negative
@byAmandytch @undipmenfess Beasiswa kipk buat orang gak mampu mbak. Bagus deh yg begini² mulai rame. Eneg bgt liatnya KJP juga banyak loh yg begini. Inget bgt dulu temen smp ade gue ngaku rumah di cluster elit hp ipon barang² branded eh gataunya pake KJP kalo mampu ya gausah pake donggg,positive
masalahnya beasiswa kipk tu buat yg bener2 kurang mampu bukan beasiswa khusus prestasi. kok bisa ya lolos padahal gayanya hedon gini?,neutral
@LeeMinG24 Iya begini dulu pernah bilang Anakku beasiswa lho.. nek yayas enggak ya? Aku kan gabisa dapet KIPK soalnya ,neutral
@LeeMinG24 Masih banyak orang awam yang ngira KIPK itu beasiswa kak wkwkwk. Beberapa sodaraku misalnya ,positive
iri bgt bisa kuliah pakek kipk gue kipk ga lolos skrg harus kerja cari duit tabungan biar bisa kuliah. tahun ini aja gue skip karena biaya nya blm ada. plis yang tau info beasiswa selain bantuan kipk ,negative
@tanyakanrl Ngga pantes banget si dia nerima beasiswa kipk ini harusnya dengan sadar diri mengundurkan diri beasiswanya kasis ke orang yg bener2 membutuhkannya dia owner brand baju yg harga bajunya ada yg 400k masa bayar ukt ngga mampu https://t.co/UPgEUxXfzL btw itu brand baju dia,positive
@undipmenfess Kalo dia anak yatim kenapa? Ga ada keharusan kalo anak yatim harus daftar kipk kan? Lagian selagi mampu dan berprestasi masih ada banyak beasiswa diluaran sana,negative
KIPK ini mungkin dianggap beasiswa kaliya sm org org ini.. pdhl itu buat yg ga mampu.. yg bkin kesel adalah mereka influencer sih anj ky tinggal post dpt duit.. kzl bgt zuzur mana aestethicnya sama lg kaya si ija ija itu,neutral
@undipmenfess Search aja di google nder penerima beasiswa kipk undip 2021/2022/2023 pilih yg bak undip,neutral
@undipmenfess Data untuk daftar KIPK aja banyak loh tapi anehnya orang-orang (mungkin terbilang kaya) bisa lolos. Dapat beasiswa KIPK tapi hpnya iphone yang mahal ipad nongkrong ke tempat mahal mungkin juga punya mobil bagus rumahnya bagus. Apa iya semua barang itu sewa demi pamer? ,positive
kenapa harus kipk ya.. emangnya nggak ada beasiswa lain selain kipk apa,negative
+ banyak bgttt bgttt bgttt beasiswa selain KIPK bagi mahasiswa berprestasi ges pinter pinter nyari dan rajin rajin daftar aja ,positive
asik spill terus pengguna beasiswa kipk kasian sm yg bener keluarga kurang mampu..,negative
Masa setingkat mahasiswa ga bisa bedain jenis beasiswa dan bantuan . Kalo punya bakat prestasi bukannya lebih menguntungkan ambil beasiswa prestasi. Bukan beasiswa miskin. KIPK itu jg bukan beasiswa dah itumah sjenis bantuan silang kek BPJS PBI. Kasian yg bodo dan miskin.,positive
lagi ramai beasiswa kipk,negative
mama aku selalu bilang ke aku kalau mau kuliah BELAJAR YANG BENER biar nanti bisa ambil BEASISWA walau Tante aku bilang ambil kipk aja tapi akunya ga enak banget soalnya aku ngerasa mampuuu walau SPP sekolah nunggak karena uang sering kepake bayar hutang ,positive
Emang harusnya sistem beasiswa tuh kudu dibenerin soalnya banyakkkkkk banget oknum yang gak pantes dapet KIPK/ beasiswa malah dapat sedangkan yang gak punya malah UKT nya tinggi,positive
Udah 3 orang aja.. Guys mending di tiap kampus bikin menfess taruh nama secara anon di gform buat spill siapa yg ga layak masuk beasiswa kipk. Jadi list gform nya bisa diserahin ke dikti atau kalian di tiap kampus nge spill masing2 ga sihh https://t.co/VaydEjbDzH,positive
banyak banget ya orang2 yang mampu malah dapet beasiswa kipk... padahal bisa aja apply beasiswa lain kalau semisal memang butuh bantuan bayar ukt tapi masih punya uang cukup,negative
@marikitacoba @jjhoneyss @undipmenfess kipk tuh bukan beasiswa yaa. bisa dicaritau lebih lanjut infonya kalau kipk itu BANTUAN bagi mahasiswa RENTAN MISKIN. yg dimana yg berhak mendapatkan beasiswa itu ya mahasiswa yang betul2 membutuhkan. cmiiw,negative
@cokolezatos @tanyakanrl Dari pengalaman pribadiku waktu kuliah dulu buat KIPK emang dikhususnya bagi keluarga kurang mampu kak. Kebanyakan beasiswa dari negara begitu. Justru beasiswa buat anak beprestasi itu kebanyakan datang dari pihak swasta.,positive
@undipmenfess masih gaabis pikir sama orang yang 'ada' tapi daftar beasiswa buat orang tidak mampu gini ya Allah banyak orang yang aslinya engap engapan aja gengsi mau make kipk karena takut ga berhak,negative
barusan liat-liat ada juga anak prodiku yang lumayan hidupnya fancy dapet kipk. g mau suudzan dulu soalnya tujuan beasiswa kipk ini kan buat upscale taraf hidup seseorang lewat pendidikan,negative
@undipmenfess lah itu juga krn salah dia nder. dia make KIPK yg bukan haknya gue sbg mahasiswa yg butuh beasiswa termasuk KIPK malah ga dpt sdgkn yg HEDON DAPET. kalo sifat busuknya keluar ya udah resiko dia kalo dia ga ambil yg bukan haknya gabakal digoreng kek gini kali nder.,negative
@jaemcup @undipmenfess Kipk Beasiswa yang diseleksi oleh netizen.... ,neutral
heran deh sama orang2 yg kya gni klo emg gak mau bayar ukt mahal dan maunya pke beasiswa ya beasiswa nya jangan kipk lah anjir kipk buat orang yg emg ekonominya susah klo lo mampu tp pngn beasiswa ya pke tuh yg prestasi2 lo pnya brand folls banyak jg tp nurani gak pnya,negative
@jjhoneyss @undipmenfess Kipk ini jdnya beasiswa buat siapa sihh? ,positive
Ngeliat timeline banyak yang nge witch hunt penerima kipk yang gak beres (punya penghasilan berlebih) Yaa bagus sih sebagai anak middleclass yang kesusahan buat beasiswa ngeliatnya kek ada rasa lega sih. Pss yang undip lagi rame wkwk,negative
@byrubyjane @taeko0kie_ @undipmenfess Tergantung beasiswa prestasinya klo beasiswa prestasi dri pemerintah malah tunjangannya lebih tinggi dri KIPK dan UKT full dibayar juga harusnya dia bisa coba daftar itu aja,positive
@ciseupoteto @tanyakanrl Oh my goddd semoga temen2 yang berhak tapi ga dapet kipk dapet bantuan beasiswa yang lebih layak yaa semoga rezekinya dilancarkan,neutral
Demiiiii sakit hati banget liat anak kipk salah sasaran bisa-bisanya mereka gaya hidupnya mewah. Kipk itu bantuan untuk orang kurang mampu beda sama beasiswa sattttt anjggg,negative
@hxealthy Bener ambilnya beasiswa jangan kipk,positive
@sultohn kip-k kan buat org yg ga ada source buat bekerja kalo dia udh ada source buat bekerja dan sampe berlebih-lebih bisa buat kebutuhan tersier ya udh ga masuk ke penerima yg layak kalo misal mikirnya kaya km org udh mampu masih layak buat menerima beasiswa y ad tp bkn kipk dong,positive
serius nanya ini beasiswa KIPK gimana deh proses survei nya?ko bisa banyak bgt korupsi kaya gini? ga menutup kemungkinan kalo KJMU jg banyak kasus yg sama (penerima ga tepat sasaran). mereka ada survei dari dinsos gasi yg dateng ke rumah gitu?,negative
@undipmenfess jangankan kipk min beasiswa provinsi di tempatku aja lolos pakai sktm rumah neneknya awowkwowkowk pdhl dom dia ga disitu,neutral
@uninana25 Kipk kek bantuan dari pemerintah semacam beasiswa(?) Bagi org kurang mampu. Jadi kek dibayarin sekolah + dikasih uang saku. Cuma bedanya sm beasiswa kan smw bisa ikut daftar dan seleksi kan ya Kalo Kipk it khusus yg punya surat keterangan tidak mampu nanti diseleksi lagi,negative
